player_id,lnr_id,lnr_slug,photo_url,name,team,team_code,position_group,position_raw,season,matches_played,minutes_total,minutes_avg,tackles_per80,tackle_success_pct,penalties_per80,turnovers_won_per80,turnovers_lost_per80,carries_per80,meters_per80,line_breaks_per80,offloads_per80,passes_per80,kick_meters_per80,points_scored_per80,errors_per80,ruck_arrivals_per80,lineout_wins_per80,scrum_success_pct,_source,age,height_cm,weight_kg,nationality,_h_global_norm,_w_global_norm,rating_raw,rating,confidence,axis_att,axis_ctrl,axis_kick,axis_def,axis_pow,axis_gabarit,kick_points_per80,form_score,form_trend,form_matches,form_scores_list,axis_disc,age_factor,position_label,position_abbr,confidence_score,confidence_badge,low_sample,minutes_bucket,data_insufficient,rank_position,rating_percentile_position,rating_intl,team_intl,matches_intl,cluster_intl,axis_course_intl,axis_distrib_intl,axis_kicking_intl,axis_physique_intl,axis_rigueur_intl,axis_danger_intl,axis_melee_intl,intl_bonus,axis_consistency,n_matches_consistency,yellow_cards,orange_cards,red_cards,tries_per80
lnr_241,241,baptiste-germain,https://cdn.lnr.fr/joueur/241-baptiste-germain/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,B. Germain,Toulouse,TLS,SCRUM_HALF,Demi de mêlée,2021-2022,16,642.0,40.1,6.23,,,0.25,,,,0.12,0.87,,,1.12,,,,,lnr,21.0,174.0,82.0,France,88.77551020408163,65.60000000000001,77.1,72.2,1.0,23,73,13,53,61,90,1.12,22.9,↘,5,"[18.3, 22.9, 28.3, 22.0, 27.5]",100,-1.03,Demi de mêlée,9,100,Haute,False,Moyenne,False,10,55.0,,,,,,,,,,,,0.0,,,,,,
lnr_1806,1806,baptiste-pesenti,https://cdn.lnr.fr/joueur/1806-baptiste-pesenti/photo/photoFull.0d105085f705532550693973c5545a1d4e020463,B. Pesenti,Racing 92,R92,BACK_ROW,3ème ligne,2021-2022,11,591.0,53.7,9.75,,,0.0,,,,0.0,0.14,,,0.68,,,,,lnr,24.0,195.0,118.0,France,99.48979591836736,94.4,57.4,65.7,0.75,0,14,49,37,30,99,,75.7,↗,5,"[36.2, 100, 70.9, 91.7, 98.5]",100,0.5,3ème Ligne,3L,75,Haute,False,Moyenne,False,20,36.7,,,,,,,,,,,,0.0,,,,,,
lnr_335,335,bastien-vergnes-taillefer,https://cdn.lnr.fr/joueur/335-bastien-vergnes-taillefer/photo/photoFull.9db3e1c64b0fa647759e691550b9e8351884f243,B. Vergnes Taillefer,Bordeaux,BOR,BACK_ROW,3ème ligne,2021-2022,19,972.0,51.2,9.79,,,0.41,,,,0.16,0.49,,,0.41,,,,,lnr,24.0,194.0,111.0,France,98.9795918367347,88.8,67.2,69.2,1.0,35,49,29,37,43,96,,60.8,↗,5,"[44.8, 84.5, 47.8, 100, 62.2]",100,0.5,3ème Ligne,3L,100,Haute,False,Bonne,False,13,60.0,,,,,,,,,,,,0.0,,,,,,
lnr_1127,1127,beka-saginadze,https://cdn.lnr.fr/joueur/1127-beka-saginadze/photo/photoFull.eff1aa9b4a9f2b351be13ae3eed38b31d19c422e,Beka Saginadze,Lyon,LOU,LOCK,2ème ligne,2021-2022,13,748.0,57.5,13.16,,,0.21,,,,0.0,0.32,,,1.07,,,,,lnr,23.0,191.0,110.0,Géorgie,97.44897959183672,88.0,79.7,75.5,1.0,0,23,88,95,39,95,,31.5,↘,5,"[17.0, 62.8, 18.8, 5.9, 59.6]",100,-0.16,2ème Ligne,2L,100,Haute,False,Moyenne,False,1,100.0,70.9,GEORG,30.0,cluster_0,50.0,50.0,50.0,68.5,100.0,53.0,85.9,0.0,,,,,,
lnr_2389,2389,bruce-devaux,https://cdn.lnr.fr/joueur/2389-bruce-devaux/photo/photoFull.b817331ae7e7f540e8505004318a8073270e5d10,Bruce Devaux,Toulon,TLN,FRONT_ROW,1ère ligne,2021-2022,17,670.0,39.4,11.22,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,25.0,183.0,108.0,France,93.36734693877553,86.4,70.0,69.3,1.0,0,0,0,71,30,85,,42.3,→,5,"[58.3, 58.3, 56.5, 50.0, 38.4]",100,1.26,1ère Ligne,1L,100,Haute,False,Moyenne,False,34,54.2,,,,,,,,,,,,0.0,,,,,,
lnr_1915,1915,clement-laporte,https://cdn.lnr.fr/joueur/1915-clement-laporte/photo/photoFull.bf4a801945c52387138b3325d9dd3bcf510292ab,C. Laporte,Lyon,LOU,FULLBACK,Arrière,2021-2022,13,717.0,55.2,3.12,,,0.0,,,,0.33,1.12,,,1.12,,,,,lnr,,,,,0.0,0.0,59.1,59.1,1.0,4,74,17,59,30,0,1.12,50.0,→,0,[],100,0.0,Arrière,ARR,100,Haute,False,Moyenne,False,9,20.0,,,,,,,,,,,,0.0,,,,,,
lnr_694,694,cristian-ojovan,https://cdn.lnr.fr/joueur/694-cristian-ojovan/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,C. Ojovan,Clermont,CLR,FRONT_ROW,1ère ligne,2021-2022,22,943.0,42.9,7.8,,,0.0,,,,0.0,0.08,,,0.0,,,,,lnr,25.0,183.0,120.0,Moldavie,93.36734693877553,96.0,64.1,64.0,1.0,0,8,0,35,30,93,,36.9,↘,5,"[57.5, 33.6, 46.9, 30.9, 46.9]",100,1.26,1ère Ligne,1L,100,Haute,False,Bonne,False,58,20.8,,,,,,,,,,,,0.0,,,,,,
lnr_2354,2354,christopher-tolofua,https://cdn.lnr.fr/joueur/2354-christopher-tolofua/photo/photoFull.4cb2a4ab19ab443ff7739b68884b2f51b78c1bab,C. Tolofua,Toulon,TLN,FRONT_ROW,1ère ligne,2021-2022,13,719.0,55.3,7.45,,,0.45,,,,0.0,0.11,,,0.0,,,,,lnr,28.0,182.0,120.0,France,92.85714285714286,96.0,70.2,66.7,1.0,0,11,0,31,47,93,,16.3,↗,5,"[19.2, 8.5, 39.4, 3.5, 17.6]",100,2.96,1ère Ligne,1L,100,Haute,False,Moyenne,False,46,36.1,,,,,,,,,,,,0.0,,,,,,
lnr_2165,2165,camille-chat,https://cdn.lnr.fr/joueur/2165-camille-chat/photo/photoFull.8e39a4ffde2d58962f9632bb5639326c8c077ac5,Camille Chat,Racing 92,R92,FRONT_ROW,1ère ligne,2021-2022,19,910.0,47.9,8.97,,,0.79,,,,0.18,0.53,,,2.2,,,,,lnr,26.0,178.0,101.0,France,90.81632653061224,80.80000000000001,78.1,77.1,1.0,48,51,100,47,59,81,,52.1,→,5,"[29.5, 67.0, 50.4, 32.8, 90.5]",100,2.0,1ère Ligne,1L,100,Haute,False,Bonne,False,6,93.1,72.4,France,37.0,cluster_1,80.0,65.3,50.0,91.8,65.2,64.4,91.6,0.0,,,,,,
lnr_2162,2162,cedate-gomes-sa,https://cdn.lnr.fr/joueur/2162-cedate-gomes-sa/photo/photoFull.8e39a4ffde2d58962f9632bb5639326c8c077ac5,Cedate Gomes Sa,Racing 92,R92,FRONT_ROW,1ère ligne,2021-2022,16,598.0,37.4,4.82,,,0.13,,,,0.0,0.0,,,2.01,,,,,lnr,28.0,185.0,113.0,France,94.3877551020408,90.4,59.3,67.3,0.75,0,0,94,3,35,89,,66.6,→,5,"[100, 53.2, 47.8, 30.3, 100]",100,2.96,1ère Ligne,1L,75,Haute,False,Moyenne,False,45,38.9,77.7,France,12.0,cluster_1,63.9,56.4,50.0,90.7,83.7,62.8,88.2,0.2700000000000003,,,,,,
lnr_2355,2355,charles-ollivon,https://cdn.lnr.fr/joueur/2355-charles-ollivon/photo/photoFull.2eaacbd11c12f10f571df4cbac07c560d1665acd,Charles Ollivon,Toulon,TLN,BACK_ROW,3ème ligne,2021-2022,6,386.0,64.3,12.85,,,0.62,,,,0.0,0.0,,,0.0,,,,,lnr,28.0,199.0,114.0,France,100.0,91.2,73.4,72.2,0.75,0,0,0,71,49,98,,38.3,→,5,"[31.4, 32.7, 31.9, 31.9, 64.8]",100,2.96,3ème Ligne,3L,75,Haute,False,Basse,False,7,80.0,79.3,France,30.0,cluster_1,93.5,96.5,50.0,91.6,50.0,93.2,89.9,0.4299999999999997,,,,,,
lnr_213,213,charlie-francoz,https://cdn.lnr.fr/joueur/213-charlie-francoz/photo/photoFull.22d524affa325bfad2a5469bb23df8603fc2554d,Charlie Francoz,Paris,SFP,BACK_ROW,3ème ligne,2021-2022,5,230.0,46.0,9.74,,,0.0,,,,0.35,0.7,,,0.0,,,,,lnr,,,,,0.0,0.0,58.2,62.9,0.6,78,70,0,36,30,0,,50.0,→,0,[],100,0.0,3ème Ligne,3L,60,Moyenne,True,Basse,False,24,23.3,,,,,,,,,,,,0.0,,,,,,
lnr_2451,2451,cyril-baille,https://cdn.lnr.fr/joueur/2451-cyril-baille/photo/photoFull.a2503fca1a2646233602741328f9c3f7893fa1e1,Cyril Baille,Toulouse,TLS,FRONT_ROW,1ère ligne,2021-2022,18,856.0,47.6,8.69,,,0.0,,,,0.0,0.93,,,0.47,,,,,lnr,28.0,182.0,118.0,France,92.85714285714286,94.4,72.5,68.9,1.0,0,89,22,44,30,91,,15.3,↘,5,"[22.6, 34.7, 29.7, 5.9, 7.2]",100,2.96,1ère Ligne,1L,100,Haute,False,Bonne,False,40,45.8,79.6,France,42.0,cluster_1,94.8,100.0,50.0,93.7,66.4,83.5,88.2,0.4599999999999994,,,,,,
lnr_324,324,cyril-cazeaux,https://cdn.lnr.fr/joueur/324-cyril-cazeaux/photo/photoFull.9db3e1c64b0fa647759e691550b9e8351884f243,Cyril Cazeaux,Bordeaux,BOR,LOCK,2ème ligne,2021-2022,5,241.0,48.2,7.97,,,0.66,,,,0.33,0.33,,,1.66,,,,,lnr,27.0,198.0,117.0,France,100.0,93.6,76.4,73.8,0.6,94,23,100,32,59,98,,44.4,↘,5,"[48.6, 53.0, 43.2, 49.3, 56.5]",100,2.61,2ème Ligne,2L,60,Moyenne,True,Basse,False,7,82.4,,,,,,,,,,,,0.0,,,,,,
lnr_708,708,daniel-bibi-biziwu,https://cdn.lnr.fr/joueur/708-daniel-bibi-biziwu/photo/photoFull.b948a9307d0771aeee5c40d614c45938eb2eb700,D. Bibi Biziwu,Clermont,CLR,FRONT_ROW,1ère ligne,2021-2022,9,286.0,31.8,7.55,,,0.0,,,,0.28,0.0,,,0.0,,,,,lnr,20.0,183.0,119.0,France,93.36734693877553,95.2,62.7,64.2,0.6,75,0,0,32,30,92,,36.0,↘,5,"[29.8, 65.3, 12.9, 72.6, 26.8]",100,-1.25,1ère Ligne,1L,60,Moyenne,True,Basse,False,57,22.2,,,,,,,,,,,,0.0,,,,,,
lnr_1034,1034,davit-niniashvili,https://cdn.lnr.fr/joueur/1034-davit-niniashvili/photo/photoFull.7cb6d3e8fb1a9ef473f9440830017cd30be5f626,D. Niniashvili,Lyon,LOU,FULLBACK,Arrière,2021-2022,14,652.0,46.6,4.17,,,0.37,,,,0.74,0.86,,,1.23,,,,,lnr,,,,,0.0,0.0,66.9,65.7,1.0,34,57,19,86,52,0,1.23,28.0,→,5,"[10.5, 38.6, 55.0, 26.8, 24.9]",100,0.0,Arrière,ARR,100,Haute,False,Moyenne,False,4,70.0,83.0,GEORG,20.0,cluster_0,92.7,90.4,51.1,90.3,71.1,93.4,79.6,0.8,,,,,,
lnr_2500,2500,david-ainuu,https://cdn.lnr.fr/joueur/2500-david-ainuu/photo/photoFull.7ca2942712296b23bc0c05ee5ba8a7306bef7b5e,David Ainuu,Toulouse,TLS,FRONT_ROW,1ère ligne,2021-2022,17,432.0,25.4,8.15,,,0.0,,,,0.0,0.37,,,0.0,,,,,lnr,22.0,178.0,122.0,Etats-Unis,90.81632653061224,97.6,64.8,65.6,0.75,0,36,0,38,30,93,,42.0,↗,5,"[44.7, 30.7, 35.4, 36.2, 70.2]",100,-0.67,1ère Ligne,1L,75,Haute,False,Moyenne,False,51,30.6,,,,,,,,,,,,0.0,,,,,,
lnr_1079,1079,demba-bamba,https://cdn.lnr.fr/joueur/1079-demba-bamba/photo/photoFull.8b942e992ebb42fdd1ca819c8cb833427c776cef,Demba Bamba,Lyon,LOU,FRONT_ROW,1ère ligne,2021-2022,15,859.0,57.3,7.73,,,0.19,,,,0.28,0.56,,,0.93,,,,,lnr,24.0,185.0,125.0,France,94.3877551020408,100.0,70.8,72.0,1.0,75,54,43,34,37,96,,60.5,↗,5,"[52.9, 65.6, 79.4, 64.2, 77.9]",100,0.5,1ère Ligne,1L,100,Haute,False,Bonne,False,21,72.2,73.9,France,25.0,cluster_1,100.0,78.2,50.0,85.5,58.7,81.7,88.4,0.0,,,,,,
lnr_2501,2501,dimitri-delibes,https://cdn.lnr.fr/joueur/2501-dimitri-delibes/photo/photoFull.7ca2942712296b23bc0c05ee5ba8a7306bef7b5e,Dimitri Delibes,Toulouse,TLS,CENTRE,Centre,2021-2022,11,691.0,62.8,4.63,,,0.12,,,,0.69,0.46,,,1.74,,,,,lnr,23.0,190.0,98.0,France,96.93877551020408,78.4,67.1,64.4,1.0,67,27,56,29,39,90,,23.2,↘,5,"[33.3, 22.9, 0, 25.5, 38.6]",100,-0.16,Centre,CTR,100,Haute,False,Moyenne,False,11,64.3,,,,,,,,,,,,0.0,,,,,,
lnr_2448,2448,dorian-aldegheri,https://cdn.lnr.fr/joueur/2448-dorian-aldegheri/photo/photoFull.a2503fca1a2646233602741328f9c3f7893fa1e1,Dorian Aldegheri,Toulouse,TLS,FRONT_ROW,1ère ligne,2021-2022,17,803.0,47.2,7.87,,,0.4,,,,0.0,0.3,,,0.0,,,,,lnr,28.0,180.0,119.0,France,91.83673469387756,95.2,71.6,69.7,1.0,0,29,0,35,45,92,,31.7,→,5,"[49.7, 37.7, 33.6, 47.8, 24.4]",100,2.96,1ère Ligne,1L,100,Haute,False,Bonne,False,32,56.9,59.1,France,9.0,cluster_1,55.9,50.0,50.0,89.5,51.0,55.5,85.5,0.0,,,,,,
lnr_1988,1988,dorian-laborde,https://cdn.lnr.fr/joueur/1988-dorian-laborde/photo/photoFull.df70eb994b7734bdf40e01b850e18c98079124f9,Dorian Laborde,Toulon,TLN,WINGER,Ailier,2021-2022,4,488.0,120.0,5.9,,,0.16,,,,0.33,0.82,,,0.82,,,,,lnr,,,,,0.0,0.0,66.3,67.3,0.75,29,87,23,76,37,0,0.82,50.0,→,0,[],100,0.0,Ailier,AIL,75,Haute,False,Moyenne,True,9,52.9,,,,,,,,,,,,0.0,,,,,,
lnr_2632,2632,eneriko-buliruarua,https://cdn.lnr.fr/joueur/2632-eneriko-buliruarua/photo/photoFull.746d583d9f8a2aa9c322b15ebadc8acc096151d2,E. Buliruarua,La Rochelle,LRO,CENTRE,Centre,2021-2022,16,657.0,41.1,4.87,,,0.0,,,,0.49,0.61,,,1.83,,,,,lnr,25.0,186.0,106.0,Fidji,94.89795918367348,84.8,65.6,64.1,1.0,47,36,59,33,30,95,,28.2,↘,5,"[41.2, 43.6, 43.6, 5.2, 37.3]",100,1.26,Centre,CTR,100,Haute,False,Moyenne,False,12,60.7,,,,,,,,,,,,0.0,,,,,,
lnr_2498,2498,emmanuel-meafou,https://cdn.lnr.fr/joueur/2498-emmanuel-meafou/photo/photoFull.7ca2942712296b23bc0c05ee5ba8a7306bef7b5e,E. Meafou,Toulouse,TLS,LOCK,2ème ligne,2021-2022,16,865.0,54.1,8.69,,,0.83,,,,0.18,1.85,,,0.92,,,,,lnr,23.0,,145.0,France,0.0,100.0,69.3,68.0,1.0,51,100,75,40,66,15,,38.0,→,5,"[43.8, 40.3, 30.6, 51.1, 45.3]",100,-0.16,2ème Ligne,2L,100,Haute,False,Bonne,False,13,64.7,,,,,,,,,,,,0.0,,,,,,
lnr_2004,2004,edward-dratai-sawailau,https://cdn.lnr.fr/joueur/2004-edward-dratai-sawailau/photo/photoFull.c13853c24f9a438203d2dc57b45e48161a549ae5,E. Sawailau,Perpignan,PER,CENTRE,Centre,2021-2022,3,104.0,34.7,6.92,,,0.0,,,,0.77,0.0,,,3.85,,,,,lnr,,,,,0.0,0.0,61.9,65.9,0.5,74,0,100,65,30,0,,50.0,→,0,[],100,0.0,Centre,CTR,50,Basse,True,Basse,True,10,67.9,,,,,,,,,,,,0.0,,,,,,
lnr_1905,1905,eliott-roudil,https://cdn.lnr.fr/joueur/1905-eliott-roudil/photo/photoFull.55223152d2bdf719adae33c3f4ef18c348eed132,Eliott Roudil,Pau,PAU,CENTRE,Centre,2021-2022,16,868.0,54.2,5.53,,,0.18,,,,0.37,0.37,,,0.46,,,,,lnr,,,,,0.0,0.0,59.4,59.4,1.0,36,22,15,43,44,0,,50.0,→,0,[],100,0.0,Centre,CTR,100,Haute,False,Bonne,False,25,12.5,,,,,,,,,,,,0.0,,,,,,
lnr_2349,2349,emerick-setiano,https://cdn.lnr.fr/joueur/2349-emerick-setiano/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,Emerick Setiano,Toulon,TLN,FRONT_ROW,1ère ligne,2021-2022,17,341.0,20.1,14.55,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,25.0,183.0,115.0,France,93.36734693877553,92.0,76.8,73.8,0.75,0,0,0,100,30,90,,43.5,→,5,"[47.8, 42.2, 2.5, 100, 5.1]",100,1.26,1ère Ligne,1L,75,Haute,False,Basse,False,15,80.6,,,,,,,,,,,,0.0,,,,,,
lnr_2780,2780,enzo-benmegal,https://cdn.lnr.fr/joueur/2780-enzo-benmegal/photo/photoFull.fe5b6edecb877fb4ff7853edcd6a3662574bc87d,Enzo Benmegal,Racing 92,R92,WINGER,Ailier,2021-2022,2,60.0,30.0,5.33,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,,,,,0.0,0.0,50.0,60.0,0.5,0,0,0,66,30,0,0.0,50.0,→,0,[],100,0.0,Ailier,AIL,50,Basse,True,Basse,True,15,17.6,,,,,,,,,,,,0.0,,,,,,
lnr_1941,1941,eoghan-barrett,https://cdn.lnr.fr/joueur/1941-eoghan-barrett/photo/photoFull.58e6e4b7761b3420a57c37233cfce5ad6a1e7fad,Eoghan Barrett,Pau,PAU,CENTRE,Centre,2021-2022,8,498.0,62.2,5.3,,,0.16,,,,0.64,0.16,,,1.61,,,,,lnr,,,,,0.0,0.0,61.0,63.2,0.75,62,10,52,39,43,0,,50.0,→,0,[],100,0.0,Centre,CTR,75,Haute,False,Moyenne,False,19,35.7,,,,,,,,,,,,0.0,,,,,,
lnr_1125,1125,ethan-dumortier,https://cdn.lnr.fr/joueur/1125-ethan-dumortier/photo/photoFull.eff1aa9b4a9f2b351be13ae3eed38b31d19c422e,Ethan Dumortier,Lyon,LOU,CENTRE,Centre,2021-2022,13,791.0,60.8,2.73,,,0.1,,,,0.51,0.4,,,1.01,,,,,lnr,21.0,191.0,93.0,France,97.44897959183672,74.4,59.2,58.4,1.0,49,24,32,0,38,87,,26.8,→,5,"[12.9, 39.9, 37.6, 24.9, 29.8]",100,-1.03,Centre,CTR,100,Haute,False,Moyenne,False,27,7.1,,,,,,,,,,,,0.0,,,,,,
lnr_667,667,etienne-falgoux,https://cdn.lnr.fr/joueur/667-etienne-falgoux/photo/photoFull.b5e9990d9a31ede8327da9bafe6aeb896ea144f3,Etienne Falgoux,Clermont,CLR,FRONT_ROW,1ère ligne,2021-2022,20,857.0,42.9,6.63,,,0.65,,,,0.0,0.09,,,0.0,,,,,lnr,29.0,183.0,105.0,France,93.36734693877553,84.0,68.8,66.7,1.0,0,9,0,22,54,84,,25.6,↘,5,"[50.4, 14.1, 14.7, 23.6, 37.7]",100,2.96,1ère Ligne,1L,100,Haute,False,Bonne,False,46,36.1,,,,,,,,,,,,0.0,,,,,,
lnr_280,280,federico-mori,https://cdn.lnr.fr/joueur/280-federico-mori/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,F. Mori,Bordeaux,BOR,CENTRE,Centre,2021-2022,15,727.0,48.5,2.64,,,0.0,,,,0.88,0.55,,,2.2,,,,,lnr,21.0,188.0,108.0,Italie,95.91836734693877,86.4,64.6,60.9,1.0,85,33,71,0,30,96,,11.8,↘,5,"[34.7, 6.5, 7.3, 0, 20.7]",100,-1.03,Centre,CTR,100,Haute,False,Moyenne,False,23,21.4,65.8,ITALY,15.0,cluster_1,75.5,77.1,50.0,82.2,55.8,65.6,80.7,0.0,,,,,,
lnr_1900,1900,fabrice-metz,https://cdn.lnr.fr/joueur/1900-fabrice-metz/photo/photoFull.55223152d2bdf719adae33c3f4ef18c348eed132,Fabrice Metz,Pau,PAU,LOCK,2ème ligne,2021-2022,15,637.0,42.5,9.04,,,0.0,,,,0.13,0.13,,,0.0,,,,,lnr,,,,,0.0,0.0,53.9,53.9,1.0,37,9,0,45,30,0,,50.0,→,0,[],100,0.0,2ème Ligne,2L,100,Haute,False,Moyenne,False,34,2.9,,,,,,,,,,,,0.0,,,,,,
lnr_2658,2658,facundo-bosch,https://cdn.lnr.fr/joueur/2658-facundo-bosch/photo/photoFull.1d6a32f7ce4a12d423552fb50b73687ec52ba345,Facundo Bosch,La Rochelle,LRO,FRONT_ROW,1ère ligne,2021-2022,13,483.0,37.2,11.43,,,0.99,,,,0.17,0.83,,,1.66,,,,,lnr,30.0,180.0,100.0,Argentine,91.83673469387756,80.0,88.1,81.6,0.75,45,80,78,74,67,80,,47.9,↘,5,"[100, 56.5, 33.8, 77.1, 38.5]",100,2.61,1ère Ligne,1L,75,Haute,False,Moyenne,False,2,98.6,67.0,Argentine,25.0,cluster_1,51.2,50.0,50.0,76.2,91.1,50.0,87.6,0.0,,,,,,
lnr_2453,2453,francois-cros,https://cdn.lnr.fr/joueur/2453-francois-cros/photo/photoFull.a2503fca1a2646233602741328f9c3f7893fa1e1,Francois Cros,Toulouse,TLS,BACK_ROW,3ème ligne,2021-2022,16,974.0,60.9,11.66,,,0.66,,,,0.0,0.25,,,0.41,,,,,lnr,28.0,190.0,111.0,France,96.93877551020408,88.8,73.7,76.5,1.0,0,25,29,58,51,95,,74.1,→,2,"[100, 75.9]",100,2.96,3ème Ligne,3L,100,Haute,False,Bonne,False,2,95.0,67.6,France,25.0,cluster_1,61.3,57.0,50.0,90.8,77.7,56.7,86.9,0.0,,,,,,
lnr_1009,1009,georges-henri-colombe-reazel,https://cdn.lnr.fr/joueur/1009-georges-henri-colombe-reazel/photo/photoFull.a2503fca1a2646233602741328f9c3f7893fa1e1,G. Colombe Reazel,Racing 92,R92,FRONT_ROW,1ère ligne,2021-2022,12,493.0,41.1,4.22,,,0.65,,,,0.16,1.14,,,0.0,,,,,lnr,24.0,193.0,142.0,France,98.46938775510203,100.0,71.5,69.4,0.75,43,100,0,0,54,100,,35.1,↗,5,"[3.4, 24.9, 33.7, 58.3, 43.9]",100,0.5,1ère Ligne,1L,75,Haute,False,Moyenne,False,33,55.6,,,,,,,,,,,,0.0,,,,,,
lnr_2484,2484,guillaume-cramont,https://cdn.lnr.fr/joueur/2484-guillaume-cramont/photo/photoFull.a2503fca1a2646233602741328f9c3f7893fa1e1,G. Cramont,Toulouse,TLS,FRONT_ROW,1ère ligne,2021-2022,11,630.0,57.3,8.38,,,0.25,,,,0.38,0.25,,,1.9,,,,,lnr,21.0,183.0,107.0,France,93.36734693877553,85.6,68.4,68.5,1.0,100,24,89,41,39,85,,50.1,↗,5,"[53.4, 24.7, 55.9, 22.6, 97.0]",100,-1.03,1ère Ligne,1L,100,Haute,False,Moyenne,False,39,47.2,,,,,,,,,,,,0.0,,,,,,
lnr_337,337,geoffrey-cros,https://cdn.lnr.fr/joueur/337-geoffrey-cros/photo/photoFull.5130516f3d5f5fbc23b3eaab6efe1a2b3082c3df,G. Cros,Bordeaux,BOR,FULLBACK,Arrière,2021-2022,8,529.0,66.1,3.78,,,0.0,,,,0.6,0.45,,,1.51,,,,,lnr,,,,,0.0,0.0,59.6,62.2,0.75,23,30,23,76,30,0,1.51,50.0,→,0,[],100,0.0,Arrière,ARR,75,Haute,False,Moyenne,False,6,50.0,,,,,,,,,,,,0.0,,,,,,
lnr_1892,1892,guillaume-ducat,https://cdn.lnr.fr/joueur/1892-guillaume-ducat/photo/photoFull.bf7e6b3668f1d7c40821cbfca4c5f267bcf81dfe,G. Ducat,Pau,PAU,LOCK,2ème ligne,2021-2022,4,146.0,36.5,3.84,,,0.0,,,,0.0,0.0,,,0.0,,,,,lnr,25.0,,115.0,France,0.0,92.0,42.8,57.0,0.5,0,0,0,0,30,13,,25.2,→,5,"[32.1, 39.2, 47.8, 13.7, 22.8]",100,1.26,2ème Ligne,2L,50,Basse,True,Basse,True,32,8.8,,,,,,,,,,,,0.0,,,,,,
lnr_2190,2190,guram-gogichashvili,https://cdn.lnr.fr/joueur/2190-guram-gogichashvili/photo/photoFull.d27019f52768bff9ad76599574dced3c5044bc4f,G. Gogichashvili,Racing 92,R92,FRONT_ROW,1ère ligne,2021-2022,17,695.0,40.9,9.78,,,0.23,,,,0.0,0.0,,,0.0,,,,,lnr,23.0,183.0,118.0,Géorgie,93.36734693877553,94.4,68.9,68.8,1.0,0,0,0,56,39,92,,47.7,↗,5,"[52.3, 41.2, 79.4, 39.4, 60.1]",100,-0.16,1ère Ligne,1L,100,Haute,False,Moyenne,False,36,50.7,73.3,GEORG,36.0,cluster_0,59.3,50.2,50.0,89.0,78.6,53.9,85.0,0.0,,,,,,
lnr_2201,2201,gia-kharaishvili,https://cdn.lnr.fr/joueur/2201-gia-kharaishvili/photo/photoFull.d27019f52768bff9ad76599574dced3c5044bc4f,G. Kharaishvili,Racing 92,R92,FRONT_ROW,1ère ligne,2021-2022,5,121.0,24.2,11.9,,,0.66,,,,0.0,0.0,,,0.0,,,,,lnr,23.0,180.0,120.0,Géorgie,91.83673469387756,96.0,78.7,71.5,0.5,0,0,0,79,55,92,,33.9,→,5,"[32.8, 39.8, 82.3, 26.0, 26.6]",100,-0.16,1ère Ligne,1L,50,Basse,True,Basse,True,24,68.1,,,,,,,,,,,,0.0,,,,,,
lnr_1084,1084,guillaume-marchand,https://cdn.lnr.fr/joueur/1084-guillaume-marchand/photo/photoFull.8e39a4ffde2d58962f9632bb5639326c8c077ac5,G. Marchand,Lyon,LOU,FRONT_ROW,1ère ligne,2021-2022,19,887.0,46.7,10.28,,,0.54,,,,0.09,0.27,,,0.0,,,,,lnr,23.0,183.0,105.0,France,93.36734693877553,84.0,74.3,74.2,1.0,24,26,0,61,50,84,,52.6,↘,5,"[83.8, 81.0, 38.2, 52.4, 66.6]",100,-0.16,1ère Ligne,1L,100,Haute,False,Bonne,False,16,79.2,80.2,France,28.0,cluster_1,97.3,91.7,50.0,90.1,57.0,70.1,89.4,0.5200000000000002,,,,,,
lnr_1990,1990,giorgi-tetrashvili,https://cdn.lnr.fr/joueur/1990-giorgi-tetrashvili/photo/photoFull.746d583d9f8a2aa9c322b15ebadc8acc096151d2,G. Tetrashvili,Perpignan,PER,FRONT_ROW,1ère ligne,2021-2022,7,312.0,44.6,6.67,,,0.0,,,,0.0,0.26,,,0.0,,,,,lnr,28.0,177.0,114.0,Géorgie,90.3061224489796,91.2,63.6,66.6,0.75,0,25,0,23,30,88,,43.6,↗,5,"[3.6, 3.6, 98.5, 73.2, 37.7]",100,2.96,1ère Ligne,1L,75,Haute,False,Basse,False,49,33.3,52.2,GEORG,7.0,cluster_0,50.0,50.0,50.0,50.0,100.0,50.0,50.0,0.0,,,,,,
